1760552680.035922392,1.5947710889720633e-05
1760552680.036931192,---
1760552680.037595081,0.0032223074033446413
1760552680.038298621,---
1760552680.039328129,0.006272275608552232
1760552680.039977199,---
1760552680.041145998,0.009784927191453104
1760552680.041787516,---
1760552680.043157326,0.013744414290367447
1760552680.043758253,---
1760552680.045197513,0.01813224475983003
1760552680.045825596,---
1760552680.047251104,0.02293271255383158
1760552680.047944472,---
1760552680.049330595,0.028127747505891202
1760552680.049953867,---
1760552680.051185734,0.033701311645607586
1760552680.051838670,---
1760552680.053328900,0.03963829917581544
1760552680.054017640,---
1760552680.055319284,0.045915463393969166
1760552680.055993666,---
1760552680.057189439,0.05251331500967685
1760552680.057829956,---
1760552680.059179663,0.059411428985128
1760552680.059822183,---
1760552680.061291573,0.06659243468330092
1760552680.061986635,---
1760552680.063522215,0.07403266508890867
1760552680.064266047,---
1760552680.065825179,0.0817202850410922
1760552680.066468780,---
1760552680.067522000,0.08962390482021292
1760552680.068270182,---
1760552680.069575479,0.09772729871593362
1760552680.070316384,---
1760552680.071662532,0.10930783588078233
1760552680.072392784,---
1760552680.073554714,0.12088506740425072
1760552680.074285952,---
1760552680.075544794,0.13306811062420296
1760552680.076327190,---
1760552680.077439280,0.14582632586909966
1760552680.078089942,---
1760552680.079512876,0.15911157703264522
1760552680.080182023,---
1760552680.081452028,0.17289566590190997
1760552680.082132785,---
1760552680.083683487,0.1871311269025044
1760552680.084362358,---
1760552680.085444844,0.20179025231504974
1760552680.086125350,---
1760552680.087697725,0.21682080597322972
1760552680.088473637,---
1760552680.089804707,0.2321924648194551
1760552680.090478336,---
1760552680.091329733,0.24786330814225085
1760552680.091988139,---
1760552680.093298219,0.2637896327147211
1760552680.094075847,---
1760552680.095760547,0.2799360827405194
1760552680.096460608,---
1760552680.097471047,0.29625511441483277
1760552680.098175175,---
1760552680.099733515,0.31271716655817877
1760552680.100460709,---
1760552680.101681303,0.3292808748976866
1760552680.102421634,---
1760552680.103335297,0.3459001455704103
1760552680.104047887,---
1760552680.105433433,0.3630101588261575
1760552680.106123929,---
1760552680.107422858,0.38008406724506455
1760552680.108037532,---
1760552680.109382499,0.39717136416953985
1760552680.110120263,---
1760552680.111371787,0.41423803181590546
1760552680.112077901,---
1760552680.113595398,0.4312859973283485
1760552680.114351745,---
1760552680.115797865,0.4482395273424891
1760552680.116553060,---
1760552680.117473150,0.4650572806985843
1760552680.118204611,---
1760552680.119413309,0.4817030236460956
1760552680.120152060,---
1760552680.121275344,0.49814149984884926
1760552680.122051545,---
1760552680.123345539,0.5143384908299722
1760552680.124019866,---
1760552680.125322374,0.5302608510161345
1760552680.125939343,---
1760552680.127291994,0.5458765637987177
1760552680.127951314,---
1760552680.129233814,0.5611547947717906
1760552680.129970414,---
1760552680.131623214,0.5760659412110477
1760552680.132351910,---
1760552680.133537159,0.5905816781076069
1760552680.134230450,---
1760552680.135370824,0.6046750008086577
1760552680.136067914,---
1760552680.137327370,0.6183202643079666
