1760552389.672751813,0.0350254706969411
1760552389.673626689,---
1760552389.674312405,0.0374556153340037
1760552389.674970211,---
1760552389.676029246,0.03889716382541791
1760552389.676657608,---
1760552389.678359600,0.039577019282663065
1760552389.679045291,---
1760552389.680315696,0.039698195421112005
1760552389.680962861,---
1760552389.682036991,0.03943448184859197
1760552389.682647402,---
1760552389.683927354,0.038928684032501555
1760552389.684518152,---
1760552389.685858360,0.03829338849067563
1760552389.686423946,---
1760552389.688007774,0.03785937692567641
1760552389.688583468,---
1760552389.689965084,0.03716459386243707
1760552389.690528060,---
1760552389.691924348,0.03655079748530434
1760552389.692511772,---
1760552389.694018416,0.03599971527937633
1760552389.694679475,---
1760552389.695906539,0.0355516138369068
1760552389.696459406,---
1760552389.698085861,0.045638214038956765
1760552389.698722334,---
1760552389.699977684,0.053998922210855706
1760552389.700572011,---
1760552389.702010120,0.060611115476575064
1760552389.702544643,---
1760552389.703960728,0.06558830184267882
1760552389.704580543,---
1760552389.705962858,0.0691532248835163
1760552389.706524281,---
1760552389.707992227,0.07152175720926492
1760552389.708550894,---
1760552389.710001695,0.07293817792635927
1760552389.710579744,---
1760552389.711919821,0.07360834960653792
1760552389.712516101,---
1760552389.713833904,0.0737391428167404
1760552389.714484562,---
1760552389.715938114,0.07348566953615729
1760552389.716513568,---
1760552389.717889361,0.07299780437338858
1760552389.718474430,---
1760552389.719932904,0.07237222603772302
1760552389.720502529,---
1760552389.721932085,0.07170330961868952
1760552389.722511933,---
1760552389.723982730,0.07103802608624528
1760552389.724539019,---
1760552389.726012331,0.07042789673482813
1760552389.726580828,---
1760552389.727998307,0.06988457095532685
1760552389.728546247,---
1760552389.730001770,0.06943127001907771
1760552389.730565324,---
1760552389.732000287,0.079507193634832
1760552389.732564447,---
1760552389.734211699,0.0878486820957991
1760552389.734896187,---
1760552389.735998105,0.09442846823916792
1760552389.736549009,---
1760552389.738006455,0.09940219819479242
1760552389.738587632,---
1760552389.739915389,0.10297051674963892
1760552389.740461413,---
1760552389.742079411,0.10534776159990702
1760552389.742717612,---
1760552389.744007854,0.10681381421730746
1760552389.744563441,---
1760552389.745964743,0.10751705056217428
1760552389.746509572,---
1760552389.748116702,0.10769868108692646
1760552389.748752970,---
1760552389.750020988,0.10748058197009447
1760552389.750587933,---
1760552389.752024072,0.10702843422864276
1760552389.752571055,---
1760552389.754028778,0.10642671275469953
1760552389.754611172,---
1760552389.756135315,0.10577251586146864
1760552389.756793121,---
1760552389.757941042,0.10510631066503703
1760552389.758527178,---
1760552389.760179032,0.10447212201466904
1760552389.760778971,---
1760552389.762017524,0.10396320319899958
1760552389.762556675,---
1760552389.764039621,0.10348561263604626
1760552389.764708753,---
1760552389.766310456,0.11353754942923609
1760552389.767026936,---
1760552389.768144479,0.12186343730678191
1760552389.768774297,---
1760552389.770074147,0.12846144966305578
1760552389.770654983,---
1760552389.772026883,0.1334416639821307
1760552389.772644179,---
1760552389.774147529,0.13701601111798453
1760552389.774729052,---
1760552389.776042131,0.1394032242163564
1760552389.776673398,---
1760552389.778126693,0.14081796243313113
1760552389.778763143,---
1760552389.780037584,0.14148896268047484
1760552389.780610898,---
1760552389.782062838,0.14159708769368268
1760552389.782625656,---
1760552389.784173332,0.14132302748600326
1760552389.784778468,---
1760552389.786044325,0.14079159912771308
1760552389.786593816,---
1760552389.788345543,0.14012828802950728
1760552389.788970016,---
1760552389.790068408,0.13941638265629944
1760552389.790660235,---
1760552389.792098067,0.13870356589683097
1760552389.792702305,---
1760552389.793984437,0.1380430436235357
1760552389.794559487,---
1760552389.796045243,0.13746116193377633
1760552389.796772346,---
1760552389.798327736,0.13695769876029015
1760552389.798976923,---
1760552389.800037032,0.1470032394897142
1760552389.800595236,---
1760552389.802058157,0.15535425535625547
1760552389.802654692,---
1760552389.804137841,0.16197201989297808
1760552389.804710698,---
1760552389.806068328,0.16698955603264495
1760552389.806635166,---
1760552389.808097397,0.17060099953206262
1760552389.808744605,---
1760552389.810093854,0.17300918954286282
1760552389.810716922,---
1760552389.812018242,0.17446148634303385
1760552389.812623049,---
1760552389.814106363,0.1751673829228146
1760552389.814715561,---
1760552389.816114386,0.17531374356941073
1760552389.816699964,---
1760552389.818124215,0.17505828131959839
1760552389.818788748,---
1760552389.820082350,0.17455348666362183
1760552389.820706287,---
1760552389.822147033,0.17390991430259528
1760552389.822812923,---
1760552389.824078554,0.1731962457163423
1760552389.824694717,---
1760552389.826073951,0.1724966029261675
1760552389.826620704,---
1760552389.828144968,0.17184876869367086
1760552389.828772856,---
1760552389.830044556,0.17127552466780585
1760552389.830589687,---
1760552389.832345997,0.17077045040269137
1760552389.832995758,---
1760552389.834201846,0.18083358867488647
1760552389.834767487,---
1760552389.836125761,0.18919304702436998
1760552389.836720214,---
1760552389.838127638,0.19582366948687188
1760552389.838745987,---
1760552389.840101510,0.20084493462352757
1760552389.840787798,---
1760552389.842067468,0.20445345058667197
1760552389.842620429,---
1760552389.844137129,0.20685974290640108
1760552389.844763212,---
1760552389.846094304,0.20830313795456495
1760552389.846692897,---
1760552389.848075205,0.20899908022643782
1760552389.848635377,---
1760552389.850230397,0.20913756210247744
1760552389.850827130,---
1760552389.852175253,0.2088704114096054
1760552389.852727268,---
1760552389.854178729,0.20835924252826823
1760552389.854789214,---
1760552389.856167532,0.20771229169456673
1760552389.856800760,---
1760552389.858076545,0.20701196607773611
1760552389.858660757,---
1760552389.860171888,0.20631815192885758
1760552389.860759446,---
1760552389.862145478,0.20566052887464173
1760552389.862760212,---
1760552389.864108547,0.20508230393614504
1760552389.864704701,---
1760552389.866130933,0.2045925556656124
1760552389.866769687,---
1760552389.868275440,0.21465834637183143
1760552389.868876965,---
1760552389.870284419,0.22301053685155608
1760552389.870885919,---
1760552389.872232483,0.22963573994574546
1760552389.872872944,---
1760552389.874104997,0.23465271138339147
1760552389.874726073,---
1760552389.876119287,0.23825825984465837
1760552389.876763466,---
1760552389.878108763,0.24065821986245198
1760552389.878671731,---
1760552389.880212734,0.24210045072327538
1760552389.880864316,---
1760552389.882187561,0.24279663079372166
1760552389.882781828,---
1760552389.884001626,0.2429380779362802
1760552389.884559608,---
1760552389.886198634,0.24269037277377598
1760552389.886827100,---
1760552389.888160318,0.24219115934115384
1760552389.888825304,---
1760552389.890158773,0.24155032986175037
1760552389.890818205,---
1760552389.892219144,0.24085190164135875
1760552389.892863576,---
1760552389.894231913,0.2401398784040257
1760552389.894896796,---
1760552389.896148245,0.23948475975096417
1760552389.896836390,---
1760552389.898382627,0.23890770102599942
1760552389.899024370,---
1760552389.900165559,0.2384193656712874
1760552389.900804339,---
1760552389.902097528,0.24848436858044193
1760552389.902658204,---
1760552389.904214619,0.2568440819935938
1760552389.904850538,---
1760552389.906179427,0.2634732576302845
1760552389.906800825,---
1760552389.908146025,0.2678839744101905
1760552389.908781794,---
1760552389.910213757,0.2710983396724477
1760552389.910833933,---
1760552389.912228228,0.2733020040436708
1760552389.912892651,---
1760552389.914219223,0.27467385709854425
1760552389.914846891,---
1760552389.916160151,0.2754000566598428
1760552389.916751100,---
1760552389.918395963,0.2756401519587512
1760552389.919047882,---
1760552389.920092821,0.27552580335464577
1760552389.920636060,---
1760552389.922185036,0.2751875037198806
1760552389.922796205,---
1760552389.924186547,0.27471676738614037
1760552389.924810913,---
1760552389.926151878,0.2741852148280463
1760552389.926808931,---
1760552389.928174730,0.2736454694900413
1760552389.928786353,---
1760552389.930154228,0.27313396135735707
1760552389.930821743,---
1760552389.932383798,0.27267378858822994
1760552389.933073706,---
1760552389.934470684,0.2722717154711019
1760552389.935155717,---
1760552389.936263354,0.2823687305785444
1760552389.936864532,---
1760552389.938390486,0.2907449606758344
1760552389.939049308,---
1760552389.940273753,0.2973672359648806
1760552389.940935770,---
1760552389.942140748,0.3023695759106917
1760552389.942776751,---
1760552389.944196470,0.3059589438200662
1760552389.944794145,---
1760552389.946250112,0.30836147436735584
1760552389.946850010,---
1760552389.948328274,0.3098059571711423
1760552389.948940273,---
1760552389.950123207,0.31050787081135994
1760552389.950662733,---
1760552389.952257680,0.3106606248000865
1760552389.952852726,---
1760552389.954174024,0.31042229970929797
1760552389.954773593,---
1760552389.956212398,0.30989437264199804
1760552389.956806608,---
1760552389.958225869,0.309250320994812
1760552389.958838469,---
1760552389.960184009,0.3085167203830867
1760552389.960780555,---
1760552389.962261508,0.3078388969408351
1760552389.962865119,---
1760552389.964219820,0.3071748014354648
1760552389.964820193,---
1760552389.966457485,0.30656673807796603
1760552389.967088458,---
1760552389.968255079,0.30608189075722175
1760552389.968868810,---
1760552389.970194883,0.3160908780631437
1760552389.970800298,---
1760552389.972251499,0.3244047029539
1760552389.972852599,---
1760552389.974165739,0.3310423985109092
1760552389.974763711,---
1760552389.976262507,0.33603682781284494
1760552389.976953161,---
1760552389.978307531,0.33964931213617744
1760552389.978936587,---
1760552389.980334951,0.3420498209959017
1760552389.980950661,---
1760552389.982361918,0.3434991243129343
1760552389.982990268,---
1760552389.984305219,0.3441927035659409
1760552389.984920248,---
1760552389.986252329,0.3443325702376724
1760552389.986870904,---
1760552389.988317340,0.34409067096213586
1760552389.988959429,---
1760552389.990267202,0.3436079792813696
1760552389.990893312,---
1760552389.992282373,0.3429954940903809
1760552389.992901813,---
1760552389.994270021,0.3423367582211085
1760552389.994913749,---
1760552389.996480928,0.34169135694903024
1760552389.997113883,---
1760552389.998572779,0.34109877099926333
1760552389.999258861,---
1760552390.000537903,0.34058228513362915
1760552390.001153816,---
1760552390.002396287,0.3401526741942174
1760552390.003022726,---
1760552390.004429344,0.3502218118404653
1760552390.005078172,---
1760552390.006409691,0.3586010557227454
1760552390.007033224,---
1760552390.008401575,0.3652299178300561
1760552390.009022686,---
1760552390.010365131,0.3702401226845998
1760552390.011009363,---
1760552390.012376158,0.3738376870836005
1760552390.012986406,---
1760552390.014465094,0.3762486351747517
1760552390.015172601,---
1760552390.016416386,0.3777019928308215
1760552390.017054716,---
1760552390.018399923,0.37841362292999303
1760552390.019022726,---
1760552390.020430719,0.3785769788321855
1760552390.021033821,---
1760552390.022406578,0.37835805859193145
1760552390.022984335,---
1760552390.024531477,0.3778937386687439
1760552390.025141103,---
1760552390.026471232,0.37729242894679066
1760552390.027098240,---
1760552390.028452133,0.3766363283225651
1760552390.029066279,---
1760552390.030467104,0.3759846146930187
1760552390.031104309,---
1760552390.032678781,0.37537674270021926
1760552390.033335844,---
1760552390.034570480,0.3748382303411126
1760552390.035271428,---
1760552390.036527806,0.374354412609677
1760552390.037165813,---
1760552390.038504561,0.3843482825500336
1760552390.039137439,---
1760552390.040542802,0.39268565794373844
1760552390.041166568,---
1760552390.042539598,0.3992717737481754
1760552390.043201564,---
1760552390.044494240,0.40425957309913413
1760552390.045137020,---
1760552390.046526053,0.40783124238910673
1760552390.047125214,---
1760552390.048512872,0.4102155848685015
1760552390.049129143,---
1760552390.050484949,0.4116148605048767
1760552390.051056799,---
1760552390.052663229,0.412308239905787
1760552390.053265358,---
1760552390.054492999,0.41242139249935866
1760552390.055203756,---
1760552390.056525724,0.41213614191339837
1760552390.057117739,---
1760552390.058565453,0.4116006169054821
1760552390.059191887,---
1760552390.060503332,0.4109316134566534
1760552390.061103914,---
1760552390.062535441,0.41021713673622845
1760552390.063197102,---
1760552390.064629402,0.4095199491319471
1760552390.065247528,---
1760552390.066665991,0.40888159639794996
